//544																					
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth[m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		851.44	0	4.3843	0	34.3715	0	27.191	0	9.7	0	3	0	42.67	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		800.59	0	4.6351	0	34.3593	0	27.152	0	9.6	0	3	0	42.17	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		750.58	0	4.7639	0	34.3357	0	27.118	0	9.1	0	2.8	0	42.08	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		700.66	0	4.9627	0	34.3097	0	27.073	0	9	0	2.8	0	41.82	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		651.04	0	5.1244	0	34.2715	0	27.022	0	10.5	0	3.3	0	41.33	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		601.72	0	5.2796	0	34.2502	0	26.985	0	12.9	0	4.1	0	40.88	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		550.56	0	5.6802	0	34.2311	0	26.919	0	17	0	5.4	0	39.59	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		501.28	0	5.9647	0	34.1878	0	26.847	0	23.7	0	7.6	0	38.67	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		451.52	0	6.4078	0	34.1781	0	26.78	0	29.5	0	9.6	0	37.25	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		401.5	0	6.4388	0	34.1028	0	26.714	0	41.6	0	13.5	0	36.84	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		381.33	0	6.5987	0	34.1056	0	26.694	0	44	0	14.4	0	36.41	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		361.48	0	6.7429	0	34.0985	0	26.669	0	47.1	0	15.4	0	35.74	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		351.45	0	6.9592	0	34.115	0	26.652	0	47.2	0	15.5	0	35.2	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		341.63	0	7.3702	0	34.1701	0	26.639	0	46.9	0	15.6	0	34.23	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		330.66	0	7.5367	0	34.1923	0	26.634	0	41.1	0	13.7	0	33.8	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		320.68	0	7.6275	0	34.1884	0	26.617	0	39.9	0	13.3	0	33.5	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		311.07	0	7.639	0	34.1671	0	26.598	0	42.6	0	14.2	0	33.37	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		301.24	0	7.791	0	34.1818	0	26.588	0	43.9	0	14.7	0	33.03	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		291.16	0	7.9291	0	34.1934	0	26.577	0	42.5	0	14.3	0	32.61	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		281.47	0	8.0052	0	34.1915	0	26.564	0	42.9	0	14.5	0	32.51	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		270.95	0	8.049	0	34.1905	0	26.556	0	43.9	0	14.8	0	32.32	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		260.71	0	8.0622	0	34.178	0	26.544	0	45	0	15.2	0	32.1	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		250.96	0	8.1695	0	34.1653	0	26.517	0	46.9	0	15.9	0	31.79	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		241.03	0	8.2646	0	34.1604	0	26.499	0	50.5	0	17.1	0	31.35	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		231.76	0	8.3293	0	34.1535	0	26.483	0	52.1	0	17.7	0	31.29	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		218.83	0	8.4915	0	34.1438	0	26.45	0	52.3	0	17.8	0	30.83	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		210.7	0	8.5317	0	34.1424	0	26.443	0	52.7	0	18	0	30.86	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		201.49	0	8.6	0	34.1332	0	26.425	0	53.7	0	18.3	0	30.65	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		191.1	0	8.6957	0	34.1176	0	26.397	0	56.3	0	19.3	0	30.23	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		181.12	0	8.7043	0	34.0992	0	26.38	0	59.7	0	20.4	0	30.19	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		171.63	0	8.6866	0	34.0837	0	26.37	0	62.7	0	21.4	0	29.9	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		161.18	0	8.6895	0	34.0562	0	26.347	0	70.6	0	24.1	0	29.34	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		150.81	0	8.708	0	34.018	0	26.312	0	80.2	0	27.4	0	28.43	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		140.91	0	8.6531	0	33.9661	0	26.277	0	85.8	0	29.3	0	27.37	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		131.02	0	8.7902	0	33.9385	0	26.233	0	103.8	0	35.5	0	27.24	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		120.98	0	8.8674	0	33.9311	0	26.215	0	102.7	0	35.2	0	27.16	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		110.87	0	8.8564	0	33.9131	0	26.201	0	105.1	0	36	0	26.58	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		101.05	0	8.8965	0	33.8598	0	26.151	0	109	0	37.4	0	25.87	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		96.77	0	8.8415	0	33.8036	0	26.113	0	115.2	0	39.5	0	25.26	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		91.33	0	8.8571	0	33.7922	0	26.101	0	122.2	0	41.9	0	25.04	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		86.67	0	8.8999	0	33.7871	0	26.09	0	125.7	0	43.1	0	25.07	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		81.75	0	9.1262	0	33.7514	0	26.024	0	127.4	0	43.9	0	24.63	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		76.36	0	9.276	0	33.7265	0	25.979	0	131.4	0	45.4	0	24.36	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		71.67	0	9.737	0	33.7027	0	25.882	0	134.8	0	47.1	0	23.48	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		66.49	0	9.8702	0	33.6854	0	25.846	0	135.1	0	47.3	0	23.14	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		61.54	0	10.1848	0	33.6654	0	25.775	0	136.4	0	48.1	0	22.88	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		56.46	0	10.3148	0	33.6516	0	25.741	0	138.8	0	49.1	0	22.58	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		51.89	0	10.5055	0	33.6352	0	25.695	0	144	0	51.1	0	21.73	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		46.26	0	10.6248	0	33.6186	0	25.66	0	155.5	0	55.3	0	21.17	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		41.47	0	11.1004	0	33.646	0	25.598	0	161.9	0	58.2	0	20.16	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		36.75	0	11.5557	0	33.6037	0	25.479	0	171.5	0	62.3	0	18.96	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		31.36	0	12.013	0	33.5727	0	25.367	0	178.9	0	65.6	0	16.36	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		26.91	0	13.3628	0	33.3961	0	24.954	0	217.2	0	81.8	0	9.96	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		21.74	0	13.8649	0	33.3847	0	24.842	0	245.4	0	93.4	0	8.19	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		16.85	0	14.0539	0	33.3626	0	24.784	0	253.5	0	96.8	0	7.46	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		11.61	0	14.109	0	33.3431	0	24.756	0	257	0	98.3	0	6.97	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775		7.49	0	14.1512	0	33.3339	0	24.739	0	256.6	0	98.2	0	6.71	0
5145MtyBay	2	C	9/18/2007	9:53	237.484	36.775															
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		1001.14	0	4.0974	0	34.4244	0	27.267	0	13.8	0	4.2	0	42.31	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		950.75	0	4.1738	0	34.4095	0	27.246	0	12.4	0	3.8	0	42.53	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		901.21	0	4.2516	0	34.3979	0	27.228	0	11.1	0	3.4	0	42.78	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		851.26	0	4.4242	0	34.3792	0	27.193	0	10.5	0	3.3	0	42.26	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		800.4	0	4.5815	0	34.3587	0	27.158	0	9.6	0	3	0	42.16	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		750.81	0	4.7566	0	34.3415	0	27.123	0	9.1	0	2.8	0	41.74	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		701.54	0	4.963	0	34.3061	0	27.07	0	9	0	2.8	0	41.66	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		651.07	0	5.135	0	34.275	0	27.023	0	10.5	0	3.3	0	41.14	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		600.91	0	5.3814	0	34.2606	0	26.981	0	12.4	0	3.9	0	40.33	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		551.19	0	5.6069	0	34.2311	0	26.928	0	16.1	0	5.1	0	39.7	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		500.95	0	6.0061	0	34.1986	0	26.85	0	21.7	0	7	0	38.32	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		451.71	0	6.3182	0	34.1608	0	26.778	0	31.2	0	10.1	0	37.27	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		398.63	0	6.384	0	34.1084	0	26.726	0	41.7	0	13.5	0	36.95	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		380.69	0	6.531	0	34.0973	0	26.697	0	43.6	0	14.2	0	36.33	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		361.49	0	6.6792	0	34.0924	0	26.672	0	47.2	0	15.4	0	35.99	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		351.06	0	6.7693	0	34.0872	0	26.656	0	48.7	0	15.9	0	35.42	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		340.64	0	6.977	0	34.1062	0	26.642	0	49.4	0	16.3	0	34.82	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		331.63	0	7.1398	0	34.112	0	26.624	0	49.6	0	16.4	0	34.59	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		321.61	0	7.1503	0	34.1013	0	26.614	0	51.3	0	16.9	0	34.59	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		311.35	0	7.1925	0	34.0836	0	26.593	0	55.9	0	18.5	0	34.05	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		301.44	0	7.1886	0	34.0755	0	26.587	0	58.2	0	19.2	0	33.92	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		290.82	0	7.5436	0	34.1006	0	26.557	0	61.5	0	20.5	0	33.09	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		280.89	0	8.0447	0	34.1886	0	26.556	0	49.9	0	16.8	0	31.99	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		271.12	0	8.0541	0	34.1725	0	26.541	0	47.1	0	15.9	0	32.04	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		261.41	0	7.9391	0	34.1363	0	26.528	0	51.3	0	17.2	0	32.13	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		250.99	0	8.1072	0	34.1535	0	26.517	0	51.4	0	17.4	0	31.76	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		241.16	0	8.1958	0	34.1526	0	26.503	0	54.1	0	18.3	0	31.44	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		231.01	0	8.2935	0	34.1517	0	26.487	0	53.3	0	18.1	0	31.19	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		221.69	0	8.3761	0	34.149	0	26.472	0	53.1	0	18	0	31.23	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		208.76	0	8.5171	0	34.1365	0	26.44	0	55	0	18.7	0	30.97	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		201.58	0	8.5417	0	34.1298	0	26.431	0	55	0	18.7	0	30.81	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		191.18	0	8.558	0	34.1166	0	26.417	0	56.6	0	19.3	0	30.56	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		180.77	0	8.6486	0	34.1051	0	26.394	0	59.3	0	20.3	0	30.3	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		171.52	0	8.6543	0	34.089	0	26.379	0	61.6	0	21	0	30.11	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		160.82	0	8.6896	0	34.0539	0	26.345	0	68.1	0	23.3	0	29.21	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		150.84	0	8.722	0	34.0355	0	26.324	0	76.8	0	26.3	0	28.8	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		141.28	0	8.7758	0	34.0196	0	26.303	0	79.9	0	27.4	0	28.67	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		130.79	0	8.8161	0	34.0051	0	26.284	0	83.8	0	28.7	0	28.33	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		121.26	0	8.8441	0	33.9691	0	26.25	0	87.9	0	30.1	0	27.71	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		111.73	0	8.6608	0	33.8464	0	26.177	0	110.9	0	37.8	0	25.42	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		101.35	0	8.825	0	33.7677	0	26.085	0	128.9	0	44.1	0	24.55	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		96.68	0	8.8789	0	33.763	0	26.073	0	131.5	0	45.1	0	24.79	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		91.25	0	8.9592	0	33.7513	0	26.05	0	133.1	0	45.7	0	24.36	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		86.63	0	9.3677	0	33.7635	0	25.994	0	130.9	0	45.3	0	24.88	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		81.44	0	9.6115	0	33.7448	0	25.939	0	128.6	0	44.8	0	24.4	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		76.28	0	9.6718	0	33.7445	0	25.928	0	127.4	0	44.4	0	24.42	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		71.76	0	9.7451	0	33.7316	0	25.905	0	128	0	44.7	0	24.06	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		66.38	0	9.8705	0	33.7071	0	25.864	0	129.2	0	45.3	0	23.98	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		61.71	0	9.9684	0	33.6814	0	25.826	0	133.6	0	46.9	0	23.19	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		56.79	0	9.7448	0	33.5779	0	25.777	0	141	0	49.2	0	22.86	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		51.84	0	10.4141	0	33.6295	0	25.706	0	148.9	0	52.7	0	21.55	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		46.76	0	10.696	0	33.6037	0	25.635	0	153.9	0	54.9	0	21.42	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		41.61	0	10.8644	0	33.5628	0	25.571	0	162.3	0	58.1	0	20.1	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		36.86	0	11.0982	0	33.5271	0	25.499	0	174.7	0	62.8	0	19.05	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		31.81	0	11.2995	0	33.4852	0	25.427	0	185.6	0	66.9	0	17.35	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		26.7	0	11.6782	0	33.5003	0	25.37	0	191.3	0	69.6	0	16.22	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		21.9	0	12.0216	0	33.5124	0	25.315	0	199.1	0	73	0	14.98	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		16.9	0	13.6447	0	33.4412	0	24.935	0	228.7	0	86.7	0	10.33	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		11.67	0	14.3765	0	33.4009	0	24.748	0	256.4	0	98.6	0	6.95	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8		7.58	0	14.3768	0	33.4011	0	24.748	0	260.5	0	100.2	0	6.95	0
5145MtyBay	3	C	9/18/2007	19:48	237.44	36.8															
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		1001.35	0	4.0679	0	34.4255	0	27.271	0	13.8	0	4.3	0	42.79	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		951.24	0	4.1407	0	34.4123	0	27.252	0	12.4	0	3.8	0	43.08	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		900.38	0	4.2788	0	34.3911	0	27.22	0	11	0	3.4	0	42.85	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		850.56	0	4.4218	0	34.3653	0	27.182	0	9.7	0	3	0	42.7	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		801.15	0	4.6452	0	34.3556	0	27.148	0	9.6	0	3	0	42.12	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		750.7	0	4.8242	0	34.3303	0	27.106	0	9	0	2.8	0	41.83	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		700.71	0	4.9408	0	34.305	0	27.071	0	9	0	2.8	0	41.63	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		651.26	0	5.22	0	34.2951	0	27.029	0	10	0	3.2	0	40.96	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		601.32	0	5.3285	0	34.2672	0	26.993	0	11.6	0	3.7	0	40.65	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		551.29	0	5.553	0	34.2326	0	26.936	0	15.3	0	4.9	0	39.75	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		501.6	0	6.0197	0	34.1973	0	26.847	0	22.2	0	7.1	0	38.41	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		451.2	0	6.275	0	34.1551	0	26.779	0	30.7	0	9.9	0	37.36	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		400.66	0	6.4081	0	34.1061	0	26.72	0	41.1	0	13.3	0	36.68	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		381.62	0	6.5167	0	34.0998	0	26.701	0	43.6	0	14.2	0	36.41	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		361.57	0	6.7599	0	34.1053	0	26.672	0	46.5	0	15.2	0	35.67	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		350.77	0	6.9093	0	34.1149	0	26.659	0	47.3	0	15.5	0	35.48	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		340.81	0	7.0569	0	34.1179	0	26.641	0	48.1	0	15.9	0	34.8	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		330.68	0	7.2702	0	34.1242	0	26.616	0	48.8	0	16.2	0	34.08	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		321.63	0	7.1781	0	34.1025	0	26.611	0	50.7	0	16.7	0	34.22	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		311.47	0	7.2612	0	34.0953	0	26.593	0	55.1	0	18.2	0	33.68	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		301.54	0	7.7733	0	34.1632	0	26.575	0	50.5	0	16.9	0	32.85	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		291.51	0	7.9812	0	34.1933	0	26.569	0	45.7	0	15.4	0	32.44	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		281.65	0	8.0198	0	34.19	0	26.56	0	45	0	15.2	0	32.11	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		271.41	0	8.0626	0	34.1845	0	26.549	0	45.5	0	15.3	0	31.96	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		261.17	0	8.1537	0	34.1774	0	26.53	0	47.5	0	16	0	31.71	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		251.41	0	8.2548	0	34.1692	0	26.508	0	48.4	0	16.4	0	31.5	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		241.08	0	8.3128	0	34.1597	0	26.491	0	48.8	0	16.5	0	31.4	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		231.69	0	8.3979	0	34.1492	0	26.469	0	49.7	0	16.9	0	31.4	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		221.5	0	8.4435	0	34.1461	0	26.46	0	52.4	0	17.8	0	31.09	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		210.57	0	8.507	0	34.133	0	26.439	0	53.3	0	18.2	0	31.17	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		200.64	0	8.548	0	34.1259	0	26.427	0	54.4	0	18.5	0	31.03	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		190.82	0	8.5946	0	34.1105	0	26.407	0	57.1	0	19.5	0	30.61	0
5145MtyBay	4	C	9/19/2007	5:41	237.396	36.82		181.17	0	8.6469	0	34.107	0	26.396	0	58.7	0	20.1	0	30.63	0
