//0																					
//Oxygen,  1.07
//Nitrate, 3,1,4,0
//Nitrate, 4,1,-2.5,0
//Nitrate, 9, 1, 1,0
//Nitrate, 177, 1, 0, 150
//Nitrate, 184, 1, 0, 20
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth [m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   450.94	0	  2.4474	0	34.3590	0	27.385	0	196.56	0	58.20	0	35.98	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   401.14	0	  2.5214	0	34.3077	0	27.336	0	204.05	0	60.51	0	35.69	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   381.73	0	  2.5285	0	34.2927	0	27.324	0	208.12	0	61.72	0	35.37	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   361.15	0	  2.5239	0	34.2828	0	27.316	0	211.33	0	62.66	0	35.29	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   349.31	0	  2.5320	0	34.2702	0	27.305	0	214.11	0	63.49	0	35.01	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   341.01	0	  2.4783	0	34.2565	0	27.299	0	216.89	0	64.22	0	35.13	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   331.59	0	  2.5211	0	34.2515	0	27.291	0	219.24	0	64.99	0	34.43	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   321.27	0	  2.5301	0	34.2440	0	27.284	0	221.17	0	65.57	0	34.75	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   311.17	0	  2.5432	0	34.2326	0	27.273	0	223.10	0	66.16	0	34.05	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   301.50	0	  2.5423	0	34.2174	0	27.261	0	226.95	0	67.29	0	35.19	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   290.86	0	  2.5492	0	34.2100	0	27.254	0	229.94	0	68.19	0	34.29	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   281.43	0	  2.5492	0	34.2040	0	27.249	0	231.76	0	68.72	0	33.89	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   271.64	0	  2.5456	0	34.1922	0	27.24	0	234.76	0	69.60	0	34.61	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   261.08	0	  2.5462	0	34.1841	0	27.233	0	237.54	0	70.42	0	33.86	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   250.92	0	  2.5490	0	34.1743	0	27.225	0	240.75	0	71.37	0	33.75	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   241.05	0	  2.5785	0	34.1554	0	27.207	0	244.92	0	72.66	0	33.38	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   231.34	0	  2.5727	0	34.1393	0	27.194	0	250.27	0	74.22	0	32.63	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   221.30	0	  2.5625	0	34.1262	0	27.184	0	254.23	0	75.37	0	32.91	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   210.67	0	  2.5482	0	34.1109	0	27.173	0	258.62	0	76.64	0	33.07	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   201.56	0	  2.5375	0	34.0956	0	27.162	0	261.51	0	77.46	0	32.97	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   191.39	0	  2.5366	0	34.0746	0	27.145	0	265.79	0	78.72	0	32.04	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   181.47	0	  2.5358	0	34.0609	0	27.134	0	269.85	0	79.91	0	31.61	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   171.67	0	  2.5221	0	34.0170	0	27.099	0	277.88	0	82.24	0	31.40	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   161.64	0	  2.4240	0	33.9681	0	27.069	0	288.69	0	85.20	0	30.97	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   151.47	0	  2.4319	0	33.9277	0	27.035	0	295.32	0	87.15	0	29.95	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   140.90	0	  2.5184	0	33.8943	0	27.	0	302.49	0	89.44	0	28.90	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   131.24	0	  2.6133	0	33.8486	0	26.953	0	308.05	0	91.27	0	28.65	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   121.00	0	  2.7035	0	33.8190	0	26.92	0	315.22	0	93.59	0	27.78	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   111.59	0	  2.8064	0	33.7899	0	26.886	0	319.50	0	95.09	0	26.97	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		   101.35	0	  2.9112	0	33.7640	0	26.854	0	325.49	0	97.11	0	26.44	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    96.65	0	  2.9422	0	33.7611	0	26.848	0	327.31	0	97.72	0	26.23	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    91.46	0	  2.9587	0	33.7615	0	26.847	0	328.28	0	98.05	0	25.95	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    86.38	0	  3.0230	0	33.7462	0	26.828	0	327.96	0	98.10	0	25.99	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    81.69	0	  3.1162	0	33.7389	0	26.812	0	329.67	0	98.84	0	25.55	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    76.36	0	  3.1935	0	33.7341	0	26.8	0	330.42	0	99.25	0	25.55	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    71.68	0	  3.2024	0	33.7337	0	26.799	0	331.27	0	99.53	0	25.78	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    66.59	0	  3.2054	0	33.7338	0	26.799	0	331.70	0	99.66	0	25.44	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    61.21	0	  3.2072	0	33.7332	0	26.798	0	331.81	0	99.70	0	25.24	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    56.39	0	  3.2100	0	33.7338	0	26.798	0	332.02	0	99.77	0	25.28	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    51.71	0	  3.2102	0	33.7336	0	26.798	0	331.91	0	99.74	0	25.43	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    46.51	0	  3.2094	0	33.7335	0	26.798	0	332.13	0	99.80	0	24.88	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    41.75	0	  3.2088	0	33.7339	0	26.799	0	332.34	0	99.86	0	25.66	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    36.53	0	  3.2086	0	33.7333	0	26.798	0	332.34	0	99.86	0	25.12	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    31.85	0	  3.2102	0	33.7335	0	26.798	0	332.56	0	99.93	0	25.45	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    26.78	0	  3.2088	0	33.7337	0	26.798	0	332.77	0	99.99	0	24.95	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    21.63	0	  3.2089	0	33.7336	0	26.798	0	332.98	0	100.06	0	24.65	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    16.91	0	  3.2100	0	33.7336	0	26.798	0	332.88	0	100.03	0	24.60	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		    10.94	0	  3.2071	0	33.7336	0	26.798	0	333.09	0	100.09	0	24.89	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882		     7.05	0	  3.2072	0	33.7335	0	26.798	0	333.09	0	100.09	0	25.10	0
5146SoOcn	 29	C	06/10/2008	13:32	  42.592	-49.882																	
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   998.16	0	  2.3017	0	34.6943	0	27.672	0	180.40	0	53.34	0	33.50	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   950.65	0	  2.3441	0	34.6836	0	27.66	0	178.90	0	52.95	0	32.92	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   901.04	0	  2.3689	0	34.6690	0	27.646	0	177.51	0	52.56	0	33.79	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   850.72	0	  2.3580	0	34.6479	0	27.629	0	175.48	0	51.94	0	35.05	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   801.16	0	  2.4456	0	34.6300	0	27.606	0	174.62	0	51.80	0	34.68	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   751.68	0	  2.4388	0	34.6039	0	27.586	0	173.77	0	51.52	0	34.98	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   700.80	0	  2.4422	0	34.5762	0	27.563	0	173.02	0	51.30	0	34.91	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   651.22	0	  2.3735	0	34.5411	0	27.541	0	173.55	0	51.35	0	35.53	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   600.92	0	  2.2587	0	34.4930	0	27.513	0	179.01	0	52.80	0	36.79	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   551.29	0	  2.3800	0	34.4628	0	27.476	0	181.79	0	53.77	0	36.28	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   500.72	0	  2.4979	0	34.4469	0	27.452	0	182.11	0	54.02	0	35.79	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   450.63	0	  2.4019	0	34.3752	0	27.403	0	192.17	0	56.84	0	35.99	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   401.06	0	  2.4551	0	34.3389	0	27.368	0	197.63	0	58.52	0	35.95	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   381.67	0	  2.3955	0	34.3150	0	27.355	0	201.48	0	59.56	0	35.72	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   361.42	0	  2.3536	0	34.2923	0	27.34	0	206.19	0	60.88	0	36.04	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   351.66	0	  2.3380	0	34.2797	0	27.331	0	209.72	0	61.89	0	36.10	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   341.73	0	  2.3516	0	34.2754	0	27.326	0	212.07	0	62.60	0	35.42	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   329.79	0	  2.4132	0	34.2618	0	27.309	0	214.21	0	63.33	0	35.57	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   320.95	0	  2.3308	0	34.2414	0	27.301	0	219.56	0	64.77	0	36.20	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   311.16	0	  2.3864	0	34.2330	0	27.289	0	222.88	0	65.83	0	34.93	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   301.47	0	  2.3934	0	34.2279	0	27.284	0	224.91	0	66.44	0	34.56	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   291.22	0	  2.3914	0	34.2207	0	27.278	0	227.27	0	67.13	0	34.99	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   281.23	0	  2.3883	0	34.2098	0	27.269	0	229.52	0	67.78	0	35.33	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   271.01	0	  2.3781	0	34.1989	0	27.262	0	231.23	0	68.27	0	34.82	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   260.74	0	  2.3865	0	34.1857	0	27.25	0	235.19	0	69.45	0	34.44	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   251.58	0	  2.3809	0	34.1751	0	27.242	0	239.15	0	70.60	0	33.52	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   241.07	0	  2.3753	0	34.1613	0	27.231	0	243.64	0	71.91	0	33.65	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   231.00	0	  2.3416	0	34.1334	0	27.212	0	248.45	0	73.25	0	33.48	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   220.95	0	  2.3266	0	34.1132	0	27.197	0	254.23	0	74.92	0	32.98	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   211.19	0	  2.3064	0	34.0881	0	27.178	0	259.05	0	76.29	0	33.61	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   201.36	0	  2.2582	0	34.0780	0	27.175	0	262.69	0	77.26	0	33.19	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   191.55	0	  2.2780	0	34.0544	0	27.153	0	268.25	0	78.92	0	31.71	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   181.02	0	  2.1528	0	34.0198	0	27.137	0	273.92	0	80.32	0	31.98	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   171.09	0	  2.1310	0	34.0057	0	27.128	0	281.73	0	82.55	0	31.72	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   161.34	0	  2.1317	0	33.9888	0	27.114	0	285.16	0	83.55	0	31.40	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   151.40	0	  2.1834	0	33.9585	0	27.084	0	291.47	0	85.49	0	31.89	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   140.89	0	  2.2768	0	33.9291	0	27.051	0	299.07	0	87.91	0	29.87	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   131.54	0	  2.3362	0	33.8938	0	27.017	0	304.84	0	89.72	0	29.59	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   121.38	0	  2.4632	0	33.8627	0	26.979	0	309.77	0	91.44	0	29.06	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   111.68	0	  2.7211	0	33.7980	0	26.901	0	314.47	0	93.39	0	28.08	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		   100.83	0	  3.0692	0	33.7440	0	26.821	0	324.75	0	97.25	0	25.80	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    96.21	0	  3.1006	0	33.7418	0	26.816	0	326.46	0	97.84	0	25.03	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    91.10	0	  3.1351	0	33.7368	0	26.809	0	327.31	0	98.18	0	25.52	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    85.97	0	  3.1517	0	33.7356	0	26.806	0	328.49	0	98.57	0	25.69	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    80.81	0	  3.1570	0	33.7341	0	26.804	0	329.67	0	98.93	0	25.84	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    76.50	0	  3.1585	0	33.7342	0	26.804	0	329.88	0	99.00	0	25.58	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    71.22	0	  3.1599	0	33.7340	0	26.804	0	329.77	0	98.97	0	26.25	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    65.93	0	  3.1600	0	33.7337	0	26.803	0	329.99	0	99.04	0	24.71	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    61.41	0	  3.1599	0	33.7336	0	26.803	0	329.88	0	99.00	0	25.95	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    56.14	0	  3.1595	0	33.7334	0	26.803	0	330.10	0	99.07	0	25.24	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    50.91	0	  3.1591	0	33.7333	0	26.803	0	330.31	0	99.13	0	25.78	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    46.51	0	  3.1586	0	33.7330	0	26.803	0	330.52	0	99.19	0	25.89	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    41.18	0	  3.1576	0	33.7331	0	26.803	0	330.74	0	99.26	0	25.43	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    35.83	0	  3.1558	0	33.7337	0	26.804	0	330.74	0	99.25	0	25.90	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    31.17	0	  3.1551	0	33.7325	0	26.803	0	330.95	0	99.31	0	25.25	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    25.90	0	  3.1545	0	33.7325	0	26.803	0	330.84	0	99.28	0	25.43	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    20.86	0	  3.1515	0	33.7323	0	26.803	0	331.17	0	99.37	0	25.63	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    16.30	0	  3.1500	0	33.7327	0	26.804	0	331.06	0	99.33	0	25.68	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		    11.25	0	  3.1508	0	33.7321	0	26.803	0	331.27	0	99.40	0	25.22	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020		     7.05	0	  3.1488	0	33.7326	0	26.804	0	331.49	0	99.46	0	25.41	0
5146SoOcn	 30	C	06/15/2008	17:07	  42.471	-50.020																	
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   998.42	0	  2.3343	0	34.6924	0	27.668	0	179.97	0	53.26	0	33.84	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   951.59	0	  2.3544	0	34.6766	0	27.653	0	178.37	0	52.80	0	33.64	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   901.43	0	  2.3739	0	34.6617	0	27.639	0	176.34	0	52.22	0	34.47	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   851.12	0	  2.3969	0	34.6459	0	27.624	0	175.27	0	51.93	0	34.55	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   801.33	0	  2.3493	0	34.6200	0	27.607	0	173.55	0	51.35	0	35.37	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   751.25	0	  2.3787	0	34.6065	0	27.594	0	172.70	0	51.13	0	34.89	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   700.84	0	  2.4026	0	34.5914	0	27.579	0	173.34	0	51.35	0	35.28	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   651.12	0	  2.4377	0	34.5678	0	27.557	0	173.13	0	51.32	0	35.24	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   601.66	0	  2.4360	0	34.5296	0	27.526	0	174.20	0	51.62	0	36.19	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   551.25	0	  2.2737	0	34.4761	0	27.497	0	180.19	0	53.16	0	36.08	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   501.34	0	  2.3959	0	34.4545	0	27.468	0	181.37	0	53.66	0	36.62	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   450.74	0	  2.4404	0	34.4244	0	27.439	0	185.65	0	54.98	0	35.99	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   400.67	0	  2.2554	0	34.3577	0	27.403	0	196.99	0	58.04	0	35.50	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   381.04	0	  2.2896	0	34.3418	0	27.386	0	201.27	0	59.35	0	35.61	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   361.34	0	  2.3539	0	34.3342	0	27.374	0	200.20	0	59.12	0	36.82	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   351.08	0	  2.3407	0	34.3230	0	27.366	0	201.48	0	59.48	0	35.97	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   341.03	0	  2.1586	0	34.2970	0	27.362	0	208.12	0	61.15	0	35.91	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   330.97	0	  2.1324	0	34.2640	0	27.338	0	216.35	0	63.51	0	36.01	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   321.08	0	  2.3013	0	34.2700	0	27.327	0	218.49	0	64.41	0	34.96	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   311.23	0	  2.4061	0	34.2713	0	27.318	0	214.96	0	63.54	0	35.41	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   301.31	0	  2.4115	0	34.2626	0	27.31	0	216.14	0	63.89	0	35.64	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   290.83	0	  2.3680	0	34.2339	0	27.291	0	220.42	0	65.08	0	34.59	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   280.72	0	  2.3711	0	34.2256	0	27.284	0	224.49	0	66.28	0	35.11	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   271.62	0	  2.3772	0	34.2152	0	27.275	0	227.16	0	67.07	0	34.80	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   261.62	0	  2.1276	0	34.1790	0	27.269	0	234.44	0	68.77	0	34.44	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   251.39	0	  2.2379	0	34.1723	0	27.253	0	242.68	0	71.38	0	34.44	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   241.38	0	  2.3463	0	34.1719	0	27.243	0	241.18	0	71.14	0	33.78	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   231.44	0	  2.3663	0	34.1555	0	27.227	0	243.85	0	71.95	0	33.77	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   221.49	0	  2.4002	0	34.1434	0	27.214	0	248.35	0	73.34	0	33.18	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   211.48	0	  2.3130	0	34.1088	0	27.194	0	253.59	0	74.70	0	32.89	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   201.22	0	  2.2774	0	34.0890	0	27.182	0	259.26	0	76.29	0	32.59	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   191.32	0	  2.3708	0	34.0789	0	27.164	0	265.36	0	78.27	0	31.93	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   181.59	0	  2.3386	0	34.0503	0	27.144	0	270.60	0	79.73	0	31.16	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   171.14	0	  2.2762	0	34.0173	0	27.123	0	280.02	0	82.36	0	30.96	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   160.89	0	  2.1721	0	33.9756	0	27.099	0	285.48	0	83.72	0	31.54	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   150.61	0	  2.1459	0	33.9548	0	27.085	0	291.90	0	85.53	0	30.03	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   141.67	0	  2.2685	0	33.9186	0	27.044	0	298.10	0	87.60	0	30.64	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   130.89	0	  2.3964	0	33.8839	0	27.003	0	304.84	0	89.85	0	29.36	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   121.18	0	  2.5868	0	33.8366	0	26.946	0	309.98	0	91.77	0	27.59	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   111.19	0	  2.7085	0	33.7682	0	26.878	0	323.46	0	96.01	0	26.38	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		   101.41	0	  2.8046	0	33.7585	0	26.86	0	331.91	0	98.75	0	26.31	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    96.17	0	  2.8289	0	33.7568	0	26.856	0	333.41	0	99.26	0	26.06	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    91.18	0	  2.8942	0	33.7555	0	26.849	0	332.66	0	99.20	0	26.61	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    86.30	0	  2.9014	0	33.7552	0	26.848	0	332.02	0	99.02	0	26.78	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    81.52	0	  2.9118	0	33.7530	0	26.845	0	332.34	0	99.14	0	25.29	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    76.32	0	  2.9278	0	33.7516	0	26.842	0	332.34	0	99.18	0	25.78	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    71.49	0	  2.9409	0	33.7511	0	26.84	0	332.34	0	99.21	0	26.08	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    66.58	0	  2.9522	0	33.7499	0	26.838	0	332.45	0	99.27	0	25.85	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    61.57	0	  2.9543	0	33.7493	0	26.838	0	332.66	0	99.34	0	26.18	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    56.57	0	  2.9603	0	33.7490	0	26.837	0	332.45	0	99.29	0	25.88	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    51.36	0	  2.9660	0	33.7474	0	26.835	0	332.88	0	99.43	0	26.09	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    46.19	0	  2.9657	0	33.7483	0	26.836	0	332.77	0	99.40	0	25.88	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    41.71	0	  2.9641	0	33.7483	0	26.836	0	333.09	0	99.49	0	25.65	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    36.42	0	  2.9682	0	33.7474	0	26.835	0	332.98	0	99.47	0	25.82	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    31.76	0	  2.9670	0	33.7474	0	26.835	0	332.88	0	99.43	0	26.41	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    26.72	0	  2.9619	0	33.7475	0	26.835	0	333.20	0	99.52	0	25.05	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    21.65	0	  2.9648	0	33.7474	0	26.835	0	333.31	0	99.56	0	25.78	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    16.63	0	  2.9673	0	33.7475	0	26.835	0	333.52	0	99.63	0	25.16	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		    11.72	0	  2.9653	0	33.7474	0	26.835	0	333.73	0	99.69	0	25.54	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165		     7.56	0	  2.9659	0	33.7478	0	26.835	0	333.73	0	99.69	0	25.89	0
5146SoOcn	 31	C	06/20/2008	20:39	  42.680	-50.165																	
5146SoOcn	 32	C	06/26/2008	00:24	  43.042	-50.249		   998.33	0	  2.2502	0	34.7002	0	27.682	0	180.83	0	53.40	0	32.75	0
