//0																					
//Oxygen,  1.07
//Nitrate, 3,1,4,0
//Nitrate, 4,1,-2.5,0
//Nitrate, 9, 1, 1,0
//Nitrate, 177, 1, 0, 150
//Nitrate, 184, 1, 0, 20
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	Bot. Depth [m]	Depth[m]	QF	Temperature[°C]	QF	Salinity	QF	Density	QF	Oxygen[µM]	QF	OxygenSat[%]	QF	Nitrate[µM]	QF
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   281.09	0	  2.4120	0	34.0957	0	27.174	0	254.66	0	75.20	0	37.76	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   271.28	0	  2.3229	0	34.0551	0	27.15	0	265.47	0	78.19	0	35.73	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   261.62	0	  2.3601	0	34.0285	0	27.124	0	271.46	0	80.02	0	36.37	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   251.07	0	  2.3498	0	33.9941	0	27.097	0	281.84	0	83.04	0	36.91	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   241.29	0	  2.3826	0	33.9633	0	27.069	0	287.51	0	84.76	0	39.20	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   231.54	0	  2.3934	0	33.9295	0	27.041	0	295.64	0	87.16	0	36.60	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   221.09	0	  2.5215	0	33.8817	0	26.989	0	303.88	0	89.85	0	35.83	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   210.82	0	  2.5366	0	33.8683	0	26.977	0	309.02	0	91.39	0	33.45	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   200.70	0	  2.5783	0	33.8363	0	26.946	0	313.94	0	92.93	0	35.61	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   190.49	0	  2.6126	0	33.8101	0	26.922	0	321.54	0	95.24	0	35.45	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   181.49	0	  2.6630	0	33.8007	0	26.909	0	325.28	0	96.46	0	32.48	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   171.23	0	  2.7831	0	33.7990	0	26.896	0	325.60	0	96.85	0	32.11	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   160.45	0	  2.8818	0	33.7888	0	26.877	0	326.89	0	97.47	0	34.17	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   150.94	0	  2.9358	0	33.7845	0	26.868	0	328.17	0	97.98	0	32.12	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   141.50	0	  3.0001	0	33.7803	0	26.858	0	329.77	0	98.61	0	30.29	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   130.80	0	  3.1306	0	33.7685	0	26.835	0	330.42	0	99.12	0	31.48	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   120.37	0	  3.2436	0	33.7619	0	26.818	0	332.98	0	100.16	0	35.79	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   110.26	0	  3.3241	0	33.7583	0	26.806	0	334.80	0	100.91	0	34.01	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		   100.77	0	  3.3781	0	33.7562	0	26.799	0	335.02	0	101.11	0	32.55	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    95.55	0	  3.4775	0	33.7514	0	26.784	0	334.70	0	101.25	0	29.80	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    91.47	0	  3.6064	0	33.7460	0	26.766	0	334.80	0	101.61	0	28.84	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    86.61	0	  3.9128	0	33.7294	0	26.718	0	333.52	0	101.97	0	32.27	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    81.11	0	  4.0508	0	33.7239	0	26.698	0	334.91	0	102.74	0	28.65	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    76.47	0	  4.0793	0	33.7221	0	26.694	0	336.09	0	103.17	0	33.15	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    71.09	0	  4.0969	0	33.7199	0	26.69	0	336.62	0	103.38	0	31.15	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    66.59	0	  4.0998	0	33.7189	0	26.689	0	336.52	0	103.35	0	27.09	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    61.20	0	  4.0969	0	33.7147	0	26.686	0	336.73	0	103.40	0	25.59	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    55.98	0	  4.0949	0	33.7137	0	26.685	0	336.41	0	103.30	0	27.79	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    51.30	0	  4.0936	0	33.7119	0	26.684	0	336.41	0	103.30	0	30.06	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    45.89	0	  4.0933	0	33.7125	0	26.684	0	336.41	0	103.30	0	29.82	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    41.54	0	  4.0893	0	33.7104	0	26.683	0	336.62	0	103.35	0	25.04	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    36.71	0	  4.0832	0	33.7090	0	26.682	0	336.73	0	103.37	0	28.49	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    31.28	0	  4.0842	0	33.7093	0	26.683	0	336.62	0	103.34	0	26.48	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    26.18	0	  4.0736	0	33.7083	0	26.683	0	336.73	0	103.34	0	29.84	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    21.48	0	  4.0780	0	33.7093	0	26.683	0	336.62	0	103.32	0	25.99	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    16.72	0	  4.0695	0	33.7088	0	26.684	0	336.62	0	103.30	0	27.50	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		    11.25	0	  4.0709	0	33.7083	0	26.683	0	336.84	0	103.37	0	29.02	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895		     7.50	0	  4.0716	0	33.7080	0	26.683	0	336.84	0	103.37	0	27.96	0
5146SoOcn	 200	C	11/10/2010	18:06	  66.475	-46.895																	
5146SoOcn	 201	C	11/15/2010	23:04																			
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   800.68	0	  2.3443	0	34.5898	0	27.583	0	172.59	0	51.05	0	41.62	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   750.91	0	  2.3498	0	34.5513	0	27.551	0	174.73	0	51.67	0	39.57	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   701.45	0	  2.3518	0	34.5170	0	27.523	0	176.44	0	52.17	0	44.74	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   651.37	0	  2.3682	0	34.4739	0	27.487	0	179.12	0	52.97	0	38.81	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   601.50	0	  2.3737	0	34.4189	0	27.441	0	184.47	0	54.54	0	40.76	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   550.94	0	  2.3546	0	34.3656	0	27.4	0	192.49	0	56.86	0	41.12	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   501.53	0	  2.3321	0	34.3240	0	27.368	0	200.95	0	59.31	0	37.27	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   450.96	0	  2.3253	0	34.2762	0	27.33	0	210.79	0	62.18	0	37.24	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   400.92	0	  2.3221	0	34.2053	0	27.272	0	227.16	0	66.98	0	38.82	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   381.60	0	  2.3300	0	34.1795	0	27.25	0	234.12	0	69.03	0	42.07	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   361.47	0	  2.3643	0	34.1582	0	27.23	0	239.79	0	70.75	0	36.69	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   351.42	0	  2.3993	0	34.1226	0	27.197	0	245.67	0	72.53	0	37.50	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   341.53	0	  2.4320	0	34.1083	0	27.183	0	252.41	0	74.58	0	34.65	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   330.86	0	  2.3999	0	34.0886	0	27.17	0	256.59	0	75.74	0	39.61	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   321.52	0	  2.4033	0	34.0769	0	27.16	0	260.55	0	76.91	0	41.82	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   311.71	0	  2.4128	0	34.0640	0	27.148	0	263.97	0	77.93	0	37.16	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   301.41	0	  2.4076	0	34.0465	0	27.135	0	268.46	0	79.24	0	35.30	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   291.44	0	  2.4212	0	34.0275	0	27.118	0	272.10	0	80.33	0	34.69	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   280.17	0	  2.3688	0	33.9778	0	27.082	0	281.09	0	82.85	0	39.01	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   271.36	0	  2.3640	0	33.9506	0	27.061	0	289.33	0	85.25	0	32.09	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   260.94	0	  2.3930	0	33.9458	0	27.054	0	295.00	0	86.98	0	34.86	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   251.04	0	  2.3876	0	33.9112	0	27.026	0	301.10	0	88.74	0	36.96	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   241.23	0	  2.3832	0	33.9020	0	27.019	0	304.63	0	89.77	0	36.59	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   230.77	0	  2.3983	0	33.8758	0	26.996	0	310.73	0	91.59	0	31.00	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   221.41	0	  2.4215	0	33.8723	0	26.991	0	314.15	0	92.65	0	32.44	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   211.43	0	  2.4082	0	33.8295	0	26.958	0	322.39	0	95.02	0	32.29	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   200.89	0	  2.4456	0	33.8164	0	26.943	0	326.46	0	96.30	0	31.17	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   191.21	0	  2.4636	0	33.8106	0	26.937	0	330.95	0	97.66	0	31.85	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   181.54	0	  2.4924	0	33.8078	0	26.932	0	332.24	0	98.11	0	31.82	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   171.02	0	  2.5228	0	33.8039	0	26.926	0	333.31	0	98.50	0	33.16	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   161.59	0	  2.5380	0	33.8012	0	26.922	0	334.59	0	98.92	0	28.19	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   151.42	0	  2.5518	0	33.7994	0	26.919	0	335.02	0	99.07	0	27.62	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   141.38	0	  2.5809	0	33.7973	0	26.914	0	335.55	0	99.30	0	34.16	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   130.97	0	  2.6285	0	33.7926	0	26.906	0	335.55	0	99.42	0	30.54	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   121.56	0	  2.6580	0	33.7924	0	26.903	0	335.55	0	99.49	0	30.80	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   110.72	0	  2.8026	0	33.7805	0	26.878	0	335.12	0	99.72	0	29.47	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		   101.05	0	  2.8961	0	33.7735	0	26.863	0	334.80	0	99.85	0	28.85	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    96.43	0	  2.9636	0	33.7684	0	26.852	0	335.45	0	100.21	0	28.13	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    91.47	0	  3.0305	0	33.7595	0	26.838	0	336.52	0	100.69	0	27.44	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    85.92	0	  3.1712	0	33.7559	0	26.82	0	336.62	0	101.07	0	29.25	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    81.52	0	  3.5319	0	33.7242	0	26.756	0	335.66	0	101.66	0	30.17	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    76.24	0	  3.8760	0	33.7146	0	26.71	0	334.91	0	102.29	0	30.40	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    71.07	0	  4.0137	0	33.7163	0	26.696	0	335.12	0	102.70	0	28.77	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    65.75	0	  4.1768	0	33.7069	0	26.67	0	334.48	0	102.91	0	28.29	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    61.33	0	  4.2000	0	33.7095	0	26.67	0	335.12	0	103.17	0	28.63	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    56.14	0	  4.2111	0	33.7087	0	26.668	0	335.12	0	103.19	0	28.22	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    50.71	0	  4.2667	0	33.7100	0	26.662	0	335.12	0	103.34	0	29.91	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    46.64	0	  4.3694	0	33.7113	0	26.651	0	335.02	0	103.56	0	28.63	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    41.07	0	  4.5398	0	33.7115	0	26.632	0	334.48	0	103.82	0	32.68	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    36.15	0	  4.5890	0	33.7138	0	26.628	0	334.27	0	103.88	0	29.31	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    31.21	0	  4.6600	0	33.7148	0	26.62	0	334.05	0	104.00	0	26.48	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923		    26.70	0	  4.6717	0	33.7167	0	26.62	0	333.84	0	103.96	0	27.35	0
5146SoOcn	 202	C	11/21/2010	04:24	  66.505	-46.923																	
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   801.16	0	  2.3446	0	34.5904	0	27.584	0	171.95	0	50.86	0	38.89	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   751.53	0	  2.3520	0	34.5442	0	27.545	0	173.88	0	51.42	0	39.70	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   701.39	0	  2.3574	0	34.4936	0	27.504	0	176.98	0	52.33	0	40.22	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   650.68	0	  2.3672	0	34.4529	0	27.47	0	181.04	0	53.53	0	39.27	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   601.27	0	  2.3575	0	34.3878	0	27.417	0	188.53	0	55.71	0	38.08	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   551.37	0	  2.3388	0	34.3405	0	27.381	0	196.88	0	58.13	0	38.18	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   500.67	0	  2.3280	0	34.3029	0	27.351	0	205.44	0	60.62	0	39.40	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   451.19	0	  2.3228	0	34.2617	0	27.318	0	215.18	0	63.47	0	37.91	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   399.34	0	  2.3170	0	34.1967	0	27.266	0	230.48	0	67.94	0	35.99	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   381.15	0	  2.3858	0	34.1853	0	27.25	0	233.47	0	68.94	0	38.55	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   361.64	0	  2.4630	0	34.1604	0	27.222	0	237.33	0	70.20	0	34.50	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   351.44	0	  2.4615	0	34.1548	0	27.218	0	240.96	0	71.27	0	35.56	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   341.11	0	  2.4373	0	34.1357	0	27.204	0	244.60	0	72.29	0	34.94	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   331.36	0	  2.4359	0	34.1107	0	27.184	0	250.38	0	73.99	0	36.89	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   321.59	0	  2.3821	0	34.0936	0	27.175	0	256.05	0	75.55	0	34.63	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   311.40	0	  2.4193	0	34.0740	0	27.156	0	260.65	0	76.97	0	34.76	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   300.58	0	  2.4082	0	34.0456	0	27.134	0	266.54	0	78.67	0	36.70	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   291.34	0	  2.4597	0	33.9885	0	27.082	0	275.10	0	81.27	0	34.61	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   281.12	0	  2.4724	0	33.9699	0	27.066	0	285.58	0	84.38	0	33.17	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   271.13	0	  2.5236	0	33.9446	0	27.04	0	290.61	0	85.97	0	31.52	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   261.05	0	  2.6644	0	33.9162	0	27.003	0	293.39	0	87.08	0	33.59	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   251.47	0	  2.6590	0	33.8864	0	26.979	0	298.10	0	88.45	0	33.99	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   241.52	0	  2.6657	0	33.8749	0	26.969	0	303.02	0	89.92	0	31.66	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   231.59	0	  2.6846	0	33.8571	0	26.953	0	307.63	0	91.31	0	32.89	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   220.67	0	  2.6983	0	33.8286	0	26.928	0	314.05	0	93.23	0	32.95	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   211.57	0	  2.7094	0	33.8161	0	26.917	0	318.54	0	94.59	0	32.82	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   200.82	0	  2.7790	0	33.8094	0	26.904	0	320.47	0	95.32	0	31.76	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   191.26	0	  2.8570	0	33.7978	0	26.887	0	322.28	0	96.04	0	30.32	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   181.23	0	  2.9071	0	33.7884	0	26.874	0	324.85	0	96.92	0	31.06	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   171.25	0	  2.9503	0	33.7823	0	26.865	0	326.89	0	97.63	0	30.05	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   161.49	0	  3.0655	0	33.7758	0	26.848	0	327.53	0	98.10	0	29.74	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   151.39	0	  3.1227	0	33.7718	0	26.839	0	328.49	0	98.52	0	29.64	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   140.26	0	  3.2462	0	33.7672	0	26.822	0	329.03	0	98.98	0	29.61	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   131.57	0	  3.4057	0	33.7575	0	26.797	0	329.35	0	99.46	0	28.13	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   120.94	0	  3.5777	0	33.7504	0	26.773	0	329.77	0	100.01	0	28.97	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   111.36	0	  3.8568	0	33.7262	0	26.722	0	328.60	0	100.32	0	27.66	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		   101.28	0	  3.9922	0	33.7333	0	26.713	0	329.24	0	100.86	0	27.67	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    96.48	0	  4.0912	0	33.7277	0	26.697	0	329.24	0	101.10	0	25.43	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    91.61	0	  4.1404	0	33.7294	0	26.693	0	329.77	0	101.39	0	28.66	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    86.13	0	  4.2392	0	33.7262	0	26.679	0	329.99	0	101.69	0	28.13	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    81.32	0	  4.3180	0	33.7268	0	26.67	0	330.42	0	102.02	0	26.93	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    76.59	0	  4.4713	0	33.7263	0	26.652	0	330.10	0	102.30	0	27.23	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    71.46	0	  4.7416	0	33.7074	0	26.604	0	329.13	0	102.66	0	27.63	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    66.16	0	  4.9840	0	33.7029	0	26.571	0	329.24	0	103.29	0	26.36	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    61.55	0	  4.9682	0	33.7068	0	26.576	0	329.88	0	103.46	0	28.23	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    56.39	0	  4.9637	0	33.7064	0	26.577	0	329.88	0	103.44	0	24.82	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    51.61	0	  4.9831	0	33.7062	0	26.574	0	330.10	0	103.56	0	26.91	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    45.75	0	  4.9830	0	33.7050	0	26.573	0	329.99	0	103.52	0	27.30	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    40.99	0	  4.9815	0	33.7063	0	26.574	0	329.99	0	103.52	0	27.11	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    36.29	0	  4.9795	0	33.7066	0	26.575	0	330.20	0	103.58	0	27.06	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    31.43	0	  4.9792	0	33.7051	0	26.574	0	330.42	0	103.65	0	26.55	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    26.06	0	  4.9795	0	33.7049	0	26.573	0	330.31	0	103.62	0	26.24	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    21.25	0	  4.9834	0	33.7045	0	26.573	0	330.52	0	103.69	0	24.30	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    16.71	0	  5.0041	0	33.7029	0	26.569	0	330.42	0	103.71	0	29.49	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		    11.56	0	  5.0034	0	33.7016	0	26.568	0	330.63	0	103.77	0	26.25	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914		     7.57	0	  5.0217	0	33.6999	0	26.564	0	330.10	0	103.65	0	26.49	0
5146SoOcn	 203	C	11/26/2010	08:57	  66.543	-46.914																	
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   801.56	0	  2.3481	0	34.5792	0	27.574	0	171.95	0	50.86	0	36.60	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   750.99	0	  2.3537	0	34.5335	0	27.537	0	173.02	0	51.17	0	38.62	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   701.32	0	  2.3518	0	34.5073	0	27.515	0	175.37	0	51.85	0	38.09	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   651.05	0	  2.3493	0	34.4675	0	27.483	0	178.80	0	52.85	0	37.32	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   601.04	0	  2.3673	0	34.3999	0	27.426	0	187.04	0	55.28	0	36.33	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   551.23	0	  2.3570	0	34.3394	0	27.378	0	196.56	0	58.06	0	36.62	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   501.15	0	  2.3431	0	34.2855	0	27.335	0	207.69	0	61.30	0	38.05	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   451.12	0	  2.3838	0	34.2572	0	27.309	0	215.28	0	63.60	0	38.13	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   401.70	0	  2.3325	0	34.1907	0	27.259	0	230.91	0	68.09	0	35.16	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   380.24	0	  2.3219	0	34.1524	0	27.229	0	239.04	0	70.45	0	38.76	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   361.24	0	  2.3065	0	34.1311	0	27.213	0	247.17	0	72.81	0	33.09	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   350.65	0	  2.3172	0	34.0843	0	27.174	0	255.41	0	75.23	0	32.80	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   340.84	0	  2.3422	0	34.0590	0	27.151	0	263.43	0	77.63	0	35.35	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   331.07	0	  2.3877	0	34.0342	0	27.126	0	268.89	0	79.32	0	32.45	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   321.39	0	  2.4171	0	34.0219	0	27.114	0	272.21	0	80.35	0	33.62	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   311.34	0	  2.4524	0	34.0081	0	27.099	0	275.10	0	81.27	0	32.53	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   301.64	0	  2.4893	0	33.9915	0	27.082	0	277.99	0	82.19	0	33.51	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   291.44	0	  2.5282	0	33.9721	0	27.062	0	282.16	0	83.49	0	31.34	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   281.18	0	  2.5761	0	33.9522	0	27.041	0	285.05	0	84.44	0	31.87	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   270.87	0	  2.6142	0	33.9383	0	27.026	0	288.47	0	85.52	0	32.55	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   261.48	0	  2.6240	0	33.9339	0	27.022	0	290.72	0	86.21	0	29.43	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   251.10	0	  2.6421	0	33.9262	0	27.013	0	292.86	0	86.88	0	31.59	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   240.63	0	  2.6590	0	33.9183	0	27.005	0	294.36	0	87.36	0	32.86	0
5146SoOcn	 204	C	12/01/2010	12:35	  66.552	-46.921		   230.69	0	  2.6887	0	33.8979	0	26.986	0	296.39	0	88.01	0	29.83	0
